area_km2,klc_id,klc_name,year,pa,area_loss
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2018,total,14.066913637665866
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2018,inside,8.332192134898435
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2018,outside,5.734721502767432
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2019,total,9.740998820768938
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2019,inside,3.7776848654782667
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2019,outside,5.963313955290672
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2020,total,15.625146070524979
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2020,inside,5.311389832251924
45575.739468818436,EAF_01,Mara-Serengeti-Ngorongoro (without Loliondo),2020,outside,10.313756238273054
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2001,total,19.357143753440457
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2001,inside,5.066897616981658
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2001,outside,14.2902461364588
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2002,total,62.09781937650657
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2002,inside,10.853555473856376
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2002,outside,51.2442639026502
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2003,total,25.200524164909098
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2003,inside,6.046864774831018
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2003,outside,19.15365939007808
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2004,total,18.181422863542874
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2004,inside,4.781757476016295
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2004,outside,13.399665387526579
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2005,total,12.291320772251263
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2005,inside,2.75122424195748
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2005,outside,9.540096530293782
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2006,total,48.62811272427188
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2006,inside,8.489828622385064
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2006,outside,40.13828410188682
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2007,total,19.63914328277754
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2007,inside,4.812984537083523
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2007,outside,14.826158745694016
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2008,total,24.524010863723827
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2008,inside,5.712622003204225
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2008,outside,18.811388860519603
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2009,total,22.620648120594463
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2009,inside,6.424327620665543
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2009,outside,16.19632049992892
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2010,total,93.56820825326552
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2010,inside,13.203351153383743
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2010,outside,80.36485709988179
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2011,total,52.85200282262128
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2011,inside,16.666385804910526
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2011,outside,36.185617017710754
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2012,total,21.76630584389388
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2012,inside,5.553788195686851
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2012,outside,16.212517648207026
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2013,total,53.447425340943596
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2013,inside,9.692069326214954
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2013,outside,43.75535601472864
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2014,total,147.0963529707335
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2014,inside,25.53917480171476
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2014,outside,121.55717816901874
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2015,total,43.65897760860137
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2015,inside,6.3621838177863665
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2015,outside,37.296793790815
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2016,total,58.671775301670394
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2016,inside,9.996343899865728
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2016,outside,48.675431401804666
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2017,total,185.92289620326179
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2017,inside,41.46828603870608
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2017,outside,144.4546101645557
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2018,total,130.42200774825858
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2018,inside,39.437321834929314
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2018,outside,90.98468591332926
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2019,total,113.14880904297031
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2019,inside,35.11668488394439
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2019,outside,78.03212415902593
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2020,total,141.62462459963638
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2020,inside,47.7030939924346
54584.21932923267,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,2020,outside,93.92153060720177
29637.922733590196,EAF_12,Moyowosi-Kigosi,2001,total,7.648686245429562
29637.922733590196,EAF_12,Moyowosi-Kigosi,2001,inside,5.738107249968424
29637.922733590196,EAF_12,Moyowosi-Kigosi,2001,outside,1.9105789954611376
29637.922733590196,EAF_12,Moyowosi-Kigosi,2002,total,4.806253481216967
29637.922733590196,EAF_12,Moyowosi-Kigosi,2002,inside,3.8037561457361533
29637.922733590196,EAF_12,Moyowosi-Kigosi,2002,outside,1.0024973354808133
29637.922733590196,EAF_12,Moyowosi-Kigosi,2003,total,12.187240745355103
29637.922733590196,EAF_12,Moyowosi-Kigosi,2003,inside,10.835191797639727
29637.922733590196,EAF_12,Moyowosi-Kigosi,2003,outside,1.3520489477153763
29637.922733590196,EAF_12,Moyowosi-Kigosi,2004,total,3.224494691589356
29637.922733590196,EAF_12,Moyowosi-Kigosi,2004,inside,2.0955171442988383
29637.922733590196,EAF_12,Moyowosi-Kigosi,2004,outside,1.1289775472905177
29637.922733590196,EAF_12,Moyowosi-Kigosi,2005,total,20.419043443324167
29637.922733590196,EAF_12,Moyowosi-Kigosi,2005,inside,17.99792014501879
29637.922733590196,EAF_12,Moyowosi-Kigosi,2005,outside,2.4211232983053783
29637.922733590196,EAF_12,Moyowosi-Kigosi,2006,total,2.772949465444526
29637.922733590196,EAF_12,Moyowosi-Kigosi,2006,inside,1.9777153174412136
29637.922733590196,EAF_12,Moyowosi-Kigosi,2006,outside,0.7952341480033125
29637.922733590196,EAF_12,Moyowosi-Kigosi,2007,total,39.19603650308617
29637.922733590196,EAF_12,Moyowosi-Kigosi,2007,inside,32.9172523923988
29637.922733590196,EAF_12,Moyowosi-Kigosi,2007,outside,6.2787841106873685
29637.922733590196,EAF_12,Moyowosi-Kigosi,2008,total,14.349733095432137
29637.922733590196,EAF_12,Moyowosi-Kigosi,2008,inside,8.565897276012432
29637.922733590196,EAF_12,Moyowosi-Kigosi,2008,outside,5.783835819419705
29637.922733590196,EAF_12,Moyowosi-Kigosi,2009,total,34.00689246660083
29637.922733590196,EAF_12,Moyowosi-Kigosi,2009,inside,24.915829722753397
29637.922733590196,EAF_12,Moyowosi-Kigosi,2009,outside,9.091062743847434
29637.922733590196,EAF_12,Moyowosi-Kigosi,2010,total,6.593073951015101
29637.922733590196,EAF_12,Moyowosi-Kigosi,2010,inside,4.141400814235074
29637.922733590196,EAF_12,Moyowosi-Kigosi,2010,outside,2.451673136780027
29637.922733590196,EAF_12,Moyowosi-Kigosi,2011,total,56.295175993024856
29637.922733590196,EAF_12,Moyowosi-Kigosi,2011,inside,46.65002448741645
29637.922733590196,EAF_12,Moyowosi-Kigosi,2011,outside,9.645151505608403
29637.922733590196,EAF_12,Moyowosi-Kigosi,2012,total,13.03187742705124
29637.922733590196,EAF_12,Moyowosi-Kigosi,2012,inside,8.606786278665679
29637.922733590196,EAF_12,Moyowosi-Kigosi,2012,outside,4.425091148385562
29637.922733590196,EAF_12,Moyowosi-Kigosi,2013,total,7.609624366625036
29637.922733590196,EAF_12,Moyowosi-Kigosi,2013,inside,5.238472741284662
29637.922733590196,EAF_12,Moyowosi-Kigosi,2013,outside,2.3711516253403744
29637.922733590196,EAF_12,Moyowosi-Kigosi,2014,total,8.71459651535908
29637.922733590196,EAF_12,Moyowosi-Kigosi,2014,inside,7.11157746297009
29637.922733590196,EAF_12,Moyowosi-Kigosi,2014,outside,1.6030190523889898
29637.922733590196,EAF_12,Moyowosi-Kigosi,2015,total,6.228854292832314
29637.922733590196,EAF_12,Moyowosi-Kigosi,2015,inside,4.20041715888145
29637.922733590196,EAF_12,Moyowosi-Kigosi,2015,outside,2.028437133950864
29637.922733590196,EAF_12,Moyowosi-Kigosi,2016,total,11.10729334582756
29637.922733590196,EAF_12,Moyowosi-Kigosi,2016,inside,9.895471016209475
29637.922733590196,EAF_12,Moyowosi-Kigosi,2016,outside,1.2118223296180854
29637.922733590196,EAF_12,Moyowosi-Kigosi,2017,total,12.035123329017976
29637.922733590196,EAF_12,Moyowosi-Kigosi,2017,inside,10.504015565924373
29637.922733590196,EAF_12,Moyowosi-Kigosi,2017,outside,1.531107763093603
29637.922733590196,EAF_12,Moyowosi-Kigosi,2018,total,24.479719647834287
29637.922733590196,EAF_12,Moyowosi-Kigosi,2018,inside,22.095662732317948
29637.922733590196,EAF_12,Moyowosi-Kigosi,2018,outside,2.3840569155163394
29637.922733590196,EAF_12,Moyowosi-Kigosi,2019,total,8.147034000015804
29637.922733590196,EAF_12,Moyowosi-Kigosi,2019,inside,7.693653807445578
29637.922733590196,EAF_12,Moyowosi-Kigosi,2019,outside,0.45338019257022566
29637.922733590196,EAF_12,Moyowosi-Kigosi,2020,total,16.18361023885665
29637.922733590196,EAF_12,Moyowosi-Kigosi,2020,inside,15.266378784047326
29637.922733590196,EAF_12,Moyowosi-Kigosi,2020,outside,0.9172314548093254
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2001,total,2.466721862208227
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2001,inside,0.24039268139648418
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2001,outside,2.226329180811743
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2002,total,0.8154630415209008
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2002,inside,0.005299766479492187
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2002,outside,0.8101632750414086
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2003,total,0.4794609998168945
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2003,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2003,outside,0.4794609998168945
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2004,total,0.6353222880794749
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2004,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2004,outside,0.6353222880794749
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2005,total,0.7248826321217253
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2005,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2005,outside,0.7248826321217253
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2006,total,2.0424347387084985
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2006,inside,0.05123212066650388
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2006,outside,1.9912026180419946
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2007,total,3.833174209198594
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2007,inside,0.06626517523193358
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2007,outside,3.7669090339666607
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2008,total,1.257535010009766
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2008,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2008,outside,1.257535010009766
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2009,total,0.9575109006359623
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2009,inside,0.009721282348632813
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2009,outside,0.9477896182873295
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2010,total,0.6263741393432615
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2010,inside,0.007067168579101562
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2010,outside,0.6193069707641599
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2011,total,0.4156388715324849
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2011,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2011,outside,0.4156388715324849
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2012,total,0.585634193577426
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2012,inside,0.007069398010253906
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2012,outside,0.5785647955671721
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2013,total,0.08952711389160158
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2013,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2013,outside,0.08952711389160158
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2014,total,0.11749898337689568
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2014,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2014,outside,0.11749898337689568
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2015,total,0.04166813110351562
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2015,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2015,outside,0.04166813110351562
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2016,total,0.094825453125
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2016,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2016,outside,0.094825453125
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2017,total,0.37310760150146455
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2017,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2017,outside,0.37310760150146455
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2018,total,0.4466272759399409
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2018,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2018,outside,0.4466272759399409
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2019,total,0.24369906805419936
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2019,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2019,outside,0.24369906805419936
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2020,total,0.1409042979125977
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2020,inside,0
50105.54337222633,CAF_17,Bouba Ndjida-Benoue,2020,outside,0.1409042979125977
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2001,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2001,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2001,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2002,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2002,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2002,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2003,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2003,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2003,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2004,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2004,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2004,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2005,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2005,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2005,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2006,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2006,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2006,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2007,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2007,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2007,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2008,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2008,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2008,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2009,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2009,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2009,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2010,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2010,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2010,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2011,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2011,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2011,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2012,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2012,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2012,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2013,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2013,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2013,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2014,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2014,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2014,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2015,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2015,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2015,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2016,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2016,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2016,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2017,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2017,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2017,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2018,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2018,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2018,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2019,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2019,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2019,outside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2020,total,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2020,inside,0
129642.28815070735,WAF_07,Gourma-Sahel-Inner Niger,2020,outside,0
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2001,total,27.441911413079694
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2001,inside,2.245712147402296
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2001,outside,25.1961992656774
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2002,total,26.047447360539454
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2002,inside,2.8055774700082807
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2002,outside,23.241869890531174
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2003,total,15.700836636974136
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2003,inside,1.1550596313117523
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2003,outside,14.545777005662384
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2004,total,9.795724500639793
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2004,inside,1.225735744917567
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2004,outside,8.569988755722225
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2005,total,11.170695916043861
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2005,inside,0.7156381445149739
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2005,outside,10.455057771528887
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2006,total,38.49241463461406
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2006,inside,1.9533358018217193
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2006,outside,36.53907883279234
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2007,total,57.70197646303998
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2007,inside,3.8622953046489643
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2007,outside,53.839681158391016
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2008,total,49.13245995165914
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2008,inside,2.387444581761978
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2008,outside,46.74501536989717
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2009,total,81.29226108335935
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2009,inside,5.282574697216323
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2009,outside,76.00968638614303
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2010,total,30.801254909532357
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2010,inside,1.8649299334465488
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2010,outside,28.936324976085807
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2011,total,32.49660617956154
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2011,inside,2.726171463972745
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2011,outside,29.770434715588795
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2012,total,72.73941062568238
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2012,inside,4.181707507537483
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2012,outside,68.5577031181449
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2013,total,189.34765940175552
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2013,inside,11.853437447725424
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2013,outside,177.4942219540301
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2014,total,198.59874647262907
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2014,inside,11.729241627352339
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2014,outside,186.86950484527674
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2015,total,274.91207893592735
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2015,inside,18.198187312174696
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2015,outside,256.71389162375266
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2016,total,236.13891287556208
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2016,inside,15.45699994020228
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2016,outside,220.6819129353598
15351.531545605965,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,2017,total,306.93717972758435
